industry_desc,ind_code,year,emp_code,est_number,total_employment,paid_employees,total_income,total_exp,compensation,other_exp,value_of_output,intermediate_exp,value_added,tf_assets,change_inv,subsidy,commerce_transaction
Manufacture of printing-trade machinery and equipment,15347,2016,A,6,5083,5083,12580065.00,12348961.00,1052680.00,11296280.00,12585310.00,10107969.00,2090130.00,519330.00,66168.00,0.00,0.00
Manufacture of motor vehicles,15350,2016,A,30,6345,6333,259621422.00,233644616.00,5008762.00,228635854.00,258521177.00,215455477.00,35117586.00,2694091.00,11448567.00,0.00,0.00
Manufacture of bodies (coachwork) for motor vehicles,15351,2016,A,13,805,789,2934062.00,2753538.00,196870.00,2556668.00,2850371.00,2240105.00,541740.00,16488.00,-958.00,0.00,0.00
Manufacture of electric ignition or starting equipment for internal combustion engines,15353,2016,A,23,53400,53400,105193143.00,85948124.00,12999751.00,72948374.00,104180470.00,63107421.00,35881273.00,3327142.00,241165.00,0.00,0.00
Manufacture of parts and accessories for motor vehicles and their engines,15354,2016,A,82,29875,29864,119629395.00,111309636.00,10299211.00,101010425.00,118412588.00,84950092.00,25940324.00,2433268.00,351538.00,435830.00,0.00
Building of ships and boats other than sports and pleasure boats,15355,2016,A,23,5076,5006,67922538.00,61652304.00,3238268.00,58414036.00,66620547.00,52733683.00,11245865.00,468669.00,-549462.00,0.00,0.00
Manufacture of air and spacecraft and related machinery,15358,2016,A,9,1610,1601,11208620.00,6097411.00,1844959.00,4252452.00,12261361.00,5051598.00,7101829.00,3463.00,5077275.00,0.00,0.00
Manufacture and assembly of motorcycles,15359,2016,A,11,3695,3695,76068754.00,57106805.00,2335309.00,54771496.00,67454680.00,36614063.00,23625380.00,448123.00,1770123.00,1270.00,0.00
Manufacture of motorcycle engines and parts thereof,15360,2016,A,7,1396,1373,3295380.00,3182274.00,508789.00,2673484.00,3234140.00,2045316.00,807517.00,30780.00,-4371.00,0.00,0.00
Manufacture of side cars,15362,2016,A,3,72,66,61817.00,39044.00,7986.00,31058.00,62217.00,29802.00,31940.00,0.00,-6936.00,0.00,0.00
Manufacture of parts and accessories of motorcycles,15363,2016,A,4,422,420,1023967.00,1008737.00,109162.00,899576.00,1001984.00,822463.00,158736.00,23705.00,-18357.00,0.00,0.00
Manufacture of wood furniture,15367,2016,A,145,10471,10398,6068522.00,5661227.00,1535552.00,4125675.00,6196506.00,3561525.00,2167729.00,54554.00,211455.00,0.00,0.00
"Manufacture of rattan furniture (reed, wicker, and cane)",15368,2016,A,18,1475,1475,1353797.00,1172327.00,225466.00,946861.00,1277770.00,755345.00,473045.00,667.00,-34539.00,0.00,0.00
Manufacture of box beds and mattresses,15369,2016,A,22,3032,3030,7819753.00,7349372.00,399332.00,6950039.00,7280960.00,5985000.00,1075662.00,59836.00,-187534.00,0.00,0.00
"Manufacture of partitions, shelves, lockers and office and store fixtures",15370,2016,A,15,875,875,813097.00,764980.00,174629.00,590351.00,802065.00,522966.00,247647.00,1048.00,-1668.00,0.00,0.00
Manufacture of plastic furniture,15371,2016,A,12,791,789,2678248.00,2603411.00,173476.00,2429935.00,2667404.00,2245704.00,382333.00,4557.00,-15480.00,0.00,0.00
Manufacture of furniture and fixtures of metal,15372,2016,A,41,2339,2339,2807760.00,2606423.00,524256.00,2082168.00,2654059.00,1565751.00,753240.00,23565.00,-17680.00,734.00,0.00
"Manufacture of other furniture and fixtures, n.e.c.",15373,2016,A,13,1175,1174,2643669.00,2372618.00,388656.00,1983962.00,2515642.00,1648732.00,707682.00,24356.00,430.00,0.00,0.00
Manufacture of popcorn and poprice,1650,2016,A,9,2373,2373,3033239.00,2893627.00,390833.00,2502794.00,3006580.00,2125646.00,633944.00,89527.00,-2648.00,0.00,0.00
Weaving of textiles,1679,2016,A,17,703,700,453563.00,407288.00,93732.00,313556.00,415625.00,229388.00,180006.00,-19825.00,14699.00,1525.00,0.00
"Manufacture of knitted or crocheted hosiery, underwear and outerwear when knitted or crocheted directly into shape",16106,2016,A,14,2324,2322,2714140.00,2298640.00,470353.00,1828287.00,2703658.00,1452380.00,973742.00,6010.00,-1231.00,0.00,0.00
"Manufacture of products of leather and imitation leather, n.e.c.",16110,2016,A,10,1316,1316,13163143.00,10216561.00,461040.00,9755521.00,13007154.00,8889375.00,3840095.00,297065.00,255313.00,0.00,0.00
"Manufacture of other products of wood; manufacture of articles of cork and plaiting materials, except furniture, n.e.c.",16136,2016,A,11,878,878,525446.00,461297.00,122823.00,338474.00,468308.00,249925.00,227536.00,6834.00,22407.00,0.00,0.00
"Integrated pulp, paper and paperboard milling",16137,2016,A,10,793,793,2725874.00,2554221.00,301518.00,2252703.00,2792104.00,2058958.00,635251.00,321659.00,177069.00,0.00,0.00
"Manufacture of plastic articles for packing goods (e.g. boxes, bags, sacks, etc.)",16190,2016,A,251,21340,21299,55386370.00,52048531.00,4609783.00,47438748.00,54308118.00,41568550.00,10289000.00,1176412.00,267811.00,0.00,0.00
Manufacture of plastic household wares,16191,2016,A,40,3076,3067,8162483.00,7520896.00,671960.00,6848936.00,7371784.00,5629235.00,1493166.00,90140.00,248276.00,0.00,0.00
"Manufacture of plastic products, n.e.c.",16198,2016,A,88,6710,6703,11489548.00,10538685.00,1304201.00,9234484.00,11376770.00,8097758.00,2719262.00,560660.00,221926.00,0.00,0.00
Manufacture of fabricated wire products,16254,2016,A,26,5346,5321,6382219.00,5688466.00,968094.00,4720371.00,6322242.00,3885149.00,2031226.00,341224.00,333031.00,0.00,0.00
Manufacture of inflatable boats,16354,2016,A,3,78,78,44755.00,37569.00,4647.00,32922.00,44794.00,25448.00,14273.00,275.00,39.00,0.00,0.00
"Manufacture of brooms, brushes and fans",15401,2016,A,3,98,98,40084.00,34615.00,13841.00,20774.00,41976.00,21165.00,19623.00,150.00,3862.00,0.00,0.00
"Manufacture of identification plates, badges, emblems and tags",15402,2016,A,3,445,445,374875.00,324528.00,97440.00,227089.00,369513.00,160433.00,187488.00,34860.00,-2696.00,0.00,0.00
Manufacture of signs and advertising displays,15403,2016,A,10,520,520,640175.00,608218.00,73068.00,535149.00,641047.00,493397.00,135869.00,0.00,6854.00,0.00,0.00
Manufacture of cigarette lighters,15404,2016,A,7,576,576,2146104.00,1626005.00,204168.00,1421837.00,2090111.00,982090.00,875413.00,51302.00,-17495.00,0.00,0.00
Repair of fabricated metal products,15406,2016,A,71,3775,3734,3850283.00,3346241.00,683179.00,2663061.00,3839916.00,2193361.00,1418743.00,31091.00,84899.00,0.00,58738.00
Repair of machinery,15407,2016,A,53,2984,2956,5480261.00,4680406.00,629321.00,4051086.00,5291425.00,3320905.00,1550510.00,8844.00,-54042.00,0.00,0.00
Repairing of ships and boats other than sports and pleasure boats,15410,2016,A,22,3818,3818,3351220.00,2939934.00,541906.00,2398028.00,3348141.00,1881436.00,1159889.00,61200.00,159753.00,0.00,0.00
"Repair of transport equipment, except motor vehicles, n.e.c.",15412,2016,A,5,2938,2934,10583488.00,9324023.00,2657673.00,6666350.00,10889164.00,4728048.00,5029120.00,871624.00,62618.00,0.00,0.00
Repair of other equipment,16411,2016,A,3,186,184,23029.00,22181.00,13535.00,8647.00,22220.00,4738.00,15096.00,0.00,0.00,0.00,0.00
Slaughtering and meat packing,151,2016,A,41,5218,5172,2901464.00,2573510.00,608901.00,1964610.00,2877958.00,1624578.00,1158361.00,86993.00,-3182.00,500.00,0.00
Production processing and preserving of meat and meat products,152,2016,A,82,17744,17717,82946228.00,76357580.00,4396022.00,71961558.00,83012391.00,61066283.00,13011167.00,1508166.00,-1150797.00,0.00,0.00
Canning/packing of fish and other marine products,153,2016,A,48,10892,10878,25079777.00,23759929.00,1489804.00,22270125.00,24765481.00,19180889.00,3600536.00,170007.00,-122367.00,0.00,0.00
Drying of fish and other marine products,154,2016,A,3,158,157,719029.00,698158.00,48264.00,649894.00,741755.00,549276.00,85101.00,141970.00,75259.00,0.00,0.00
Smoking of fish and other marine products,155,2016,A,3,100,91,262934.00,267079.00,9588.00,257491.00,259204.00,227007.00,20575.00,0.00,-3715.00,0.00,0.00
Manufacture of fish paste (bagoong) and fish sauce(patis),156,2016,A,15,906,900,1116479.00,1034776.00,226415.00,808361.00,1120349.00,629688.00,333885.00,128.00,7896.00,0.00,0.00
Processing of seaweeds; manufacture of agar-agar or carageenan,157,2016,A,17,1429,1424,8445490.00,7623696.00,484547.00,7139149.00,8496857.00,6252001.00,1657322.00,106153.00,44830.00,1443.00,0.00
Production of fishmeal/prawn feeds,158,2016,A,7,809,801,5264574.00,4944411.00,199914.00,4744497.00,5214793.00,4325137.00,651672.00,25598.00,-51285.00,0.00,0.00
"Manufacture of unprepared animal feeds from fish, crustaceans and mollusks and other aquatic animals",159,2016,A,7,312,312,4636889.00,4444052.00,107750.00,4336302.00,4671691.00,3889972.00,480436.00,257870.00,-151777.00,0.00,0.00
Canning/packing and preserving of fruits and fruit juices,1511,2016,A,36,10962,10941,28402343.00,24972021.00,3051432.00,21920590.00,28037344.00,16838180.00,7551405.00,367672.00,503199.00,0.00,0.00
Retreading and rebuilding of tires,15191,2016,A,5,243,240,197701.00,164042.00,34423.00,129618.00,173174.00,99110.00,79079.00,7178.00,6266.00,0.00,0.00
Manufacture of farm tractors,15330,2016,A,5,217,216,1916872.00,1798145.00,72692.00,1725453.00,1925449.00,1628330.00,231140.00,42818.00,6927.00,0.00,0.00
Manufacture of jewelry made of precious and semi-precious stones,15374,2016,A,13,1681,1670,1292551.00,1171294.00,264863.00,906431.00,1240377.00,736444.00,427384.00,3657.00,5097.00,0.00,0.00
Manufacture of silverware and plated ware,15375,2016,A,14,1185,1183,779965.00,720771.00,185666.00,535106.00,749169.00,413927.00,264236.00,-30128.00,-10278.00,1168.00,0.00
Manufacture of imitation of jewelry and related articles,15377,2016,A,11,510,496,189478.00,191939.00,55725.00,136214.00,184609.00,113162.00,62567.00,0.00,-3.00,0.00,0.00
Manufacture of sporting gloves and mitts,15381,2016,A,5,1185,1184,1991570.00,1809409.00,356408.00,1453001.00,1981861.00,1301103.00,568966.00,1500.00,42483.00,0.00,0.00
Manufacture of sporting balls,15382,2016,A,7,1235,1235,2365982.00,2155764.00,350074.00,1805690.00,2328645.00,1569644.00,654548.00,20171.00,-52583.00,0.00,0.00
Manufacture of dolls and doll garments,15384,2016,A,4,439,439,130599.00,110419.00,45149.00,65269.00,126060.00,46197.00,63825.00,0.00,7633.00,0.00,0.00
Manufacture of wheeled toys,15385,2016,A,17,3091,3085,4038581.00,3913617.00,516729.00,3396888.00,3988743.00,2812583.00,769567.00,79638.00,-181990.00,0.00,0.00
"Manufacture of medical, surgical, dental furniture and fixtures",15388,2016,A,9,2711,2706,8330566.00,7432114.00,1328321.00,6103793.00,8107115.00,4092182.00,3149538.00,607132.00,5234.00,0.00,0.00
"Manufacture of prosthetic appliances, artificial teeth made to order",15390,2016,A,4,475,466,379584.00,308530.00,128690.00,179840.00,385320.00,132893.00,223936.00,1356.00,-8665.00,0.00,0.00
Manufacture of medical and precision instruments,15391,2016,A,18,1812,1806,2283004.00,2021710.00,458854.00,1562857.00,2305865.00,1156038.00,870499.00,130044.00,21988.00,0.00,0.00
Manufacture of pens and pencils of all kinds,15393,2016,A,5,273,273,926603.00,772071.00,85285.00,686787.00,894008.00,605420.00,225376.00,1771.00,44030.00,0.00,0.00
"Manufacture of articles for personal use, e.g. smoking pipes, combs, slides and similar articles",15395,2016,A,24,3087,3071,1556884.00,1536617.00,715042.00,821575.00,1524945.00,589409.00,835858.00,8083.00,29000.00,0.00,0.00
Manufacture of candles,15396,2016,A,4,146,144,312142.00,292038.00,17019.00,275020.00,325314.00,279508.00,41340.00,783.00,13655.00,0.00,0.00
Manufacture of wooden coffin,15398,2016,A,9,321,321,276161.00,261142.00,58594.00,202547.00,275208.00,173470.00,89180.00,2882.00,3995.00,0.00,0.00
"Manufacture of buttons, except plastic",15400,2016,A,4,304,304,158378.00,152356.00,53084.00,99272.00,164866.00,83951.00,66482.00,4635.00,23683.00,0.00,0.00
"Baking of bread, cakes, pastries, pies and similar 'perishable' bakery products, including hopia and doughnut making",1540,2016,B,7165,54727,51552,13836889.00,13150671.00,3548723.00,9601948.00,13436208.00,7737288.00,4856854.00,13852.00,-308174.00,0.00,0.00
"Baking of biscuits cookies, crackers, pretzels and similar dry bakery products",1541,2016,B,30,504,486,271207.00,257715.00,36544.00,221172.00,261027.00,189600.00,59859.00,0.00,-16203.00,0.00,0.00
"Manufacture of snack products such as corn curls, wheat crunchies and similar products",1543,2016,B,51,497,487,182561.00,146265.00,20895.00,125370.00,192032.00,118024.00,62385.00,0.00,19025.00,0.00,0.00
Sugarcane milling,1544,2016,B,8,98,95,7547.00,5586.00,2974.00,2612.00,7547.00,2217.00,5309.00,165.00,0.00,0.00,0.00
"Manufacture of sugar, n.e.c.",1547,2016,B,13,148,148,138780.00,123932.00,26423.00,97509.00,139371.00,78416.00,47163.00,0.00,2118.00,0.00,0.00
Manufacture of chocolate and cocoa products including chocolate candies,1548,2016,B,6,72,57,28691.00,32898.00,5848.00,27050.00,42571.00,39969.00,706.00,0.00,11802.00,0.00,0.00
Manufacture of candies (excluding chocolate candies) and chewing gum,1549,2016,B,76,953,842,408638.00,352800.00,62398.00,290402.00,415097.00,252357.00,145097.00,0.00,-4219.00,0.00,0.00
"Manufacture of chocolate and sugar confectionery products, n.e.c.",1551,2016,B,3,38,36,16410.00,14716.00,4650.00,10066.00,19053.00,11699.00,6999.00,1720.00,2798.00,0.00,0.00
"Manufacture of macaroni, noodles, couscous and similar farinaceous products",1552,2016,B,75,795,666,190137.00,165075.00,30785.00,134290.00,174039.00,107577.00,60400.00,0.00,5028.00,0.00,0.00
Manufacture of prepared meals and dishes,1553,2016,B,6,58,53,127143.00,105451.00,4249.00,101202.00,127158.00,98008.00,27156.00,0.00,555.00,0.00,0.00
Coffee roasting and processing,1555,2016,B,15,170,163,221765.00,211424.00,23001.00,188424.00,215894.00,159831.00,43402.00,6216.00,6.00,0.00,0.00
"Manufacture of ice, except dry ice",1557,2016,B,262,3311,3186,4367475.00,3629753.00,499767.00,3129986.00,3832910.00,2490665.00,1671819.00,232525.00,0.00,0.00,0.00
Egg processing including fertilized egg (balut) and salted eggs,1559,2016,B,6,30,26,12651.00,10188.00,1515.00,8673.00,12491.00,7384.00,4497.00,0.00,-124.00,0.00,0.00
Manufacture of flavoring extracts and food coloring,1560,2016,B,6,115,115,220586.00,187127.00,14588.00,172539.00,221928.00,165729.00,52305.00,53.00,18857.00,0.00,0.00
Manufacture of vinegar,1562,2016,B,8,79,56,17684.00,12938.00,4565.00,8374.00,17133.00,6425.00,9996.00,0.00,-525.00,0.00,0.00
"Manufacture of food products, n.e.c.",1563,2016,B,149,1237,1095,446551.00,324096.00,89487.00,234609.00,389658.00,107959.00,235440.00,19787.00,-41254.00,0.00,0.00
Manufacture of prepared animal feeds,1564,2016,B,71,1027,1027,1185293.00,936750.00,92615.00,844135.00,1183210.00,703216.00,452085.00,0.00,42263.00,0.00,0.00
"Distilling, rectifying and blending of spirits",1565,2016,B,3,32,32,15794.00,14387.00,3385.00,11002.00,16667.00,9689.00,6425.00,0.00,1228.00,0.00,1559.00
Fruit wine manufacturing,1566,2016,B,8,61,54,11633.00,15856.00,8683.00,7173.00,12460.00,5422.00,6068.00,0.00,613.00,0.00,0.00
"Wine manufacturing, n.e.c.",1567,2016,B,8,85,64,64751.00,55365.00,5363.00,50002.00,62416.00,39788.00,18990.00,-27171.00,-845.00,0.00,0.00
"Manufacture of soft drinks except drinks flavored with fruit juices, syrups or other materials",1569,2016,B,42,328,328,3101660.00,2882342.00,95052.00,2787290.00,3097745.00,1723072.00,527858.00,972013.00,68414.00,0.00,0.00
"Manufacture of drinks flavored with fruit juices, syrups or other materials",1570,2016,B,5,70,70,29834.00,28132.00,6182.00,21950.00,29226.00,16977.00,9213.00,0.00,35.00,0.00,0.00
Manufacture of bottled water,1571,2016,B,3346,15880,10046,1700880.00,1500608.00,426252.00,1074356.00,1623058.00,726101.00,706259.00,5018.00,6813.00,0.00,0.00
"Manufacture of other beverages, n.e.c.",1573,2016,B,3,44,44,9331.00,10104.00,3066.00,7038.00,9232.00,5005.00,2921.00,233.00,2245.00,0.00,0.00
Spinning,1578,2016,B,14,156,156,76424.00,74486.00,6345.00,68141.00,70426.00,54292.00,11262.00,458.00,-6260.00,0.00,0.00
Finishing of textiles,1581,2016,B,43,445,411,161449.00,150429.00,31564.00,118865.00,163921.00,85798.00,45393.00,0.00,4490.00,0.00,0.00
Manufacture of knitted and crocheted fabrics,1583,2016,B,20,187,187,85826.00,93001.00,27495.00,65506.00,79416.00,42672.00,27398.00,0.00,7243.00,0.00,0.00
Manufacture of textile industrial bags,1584,2016,B,10,160,150,330944.00,303296.00,20615.00,282681.00,329078.00,261240.00,60923.00,1350.00,619.00,0.00,0.00
Manufacture of made-up textile goods for house furnishings,1585,2016,B,14,125,114,44860.00,37778.00,10862.00,26917.00,38813.00,24158.00,21602.00,0.00,2169.00,0.00,0.00
Manufacture of canvas products,1586,2016,B,12,56,46,28392.00,25470.00,5532.00,19938.00,28239.00,16734.00,9004.00,0.00,170.00,0.00,0.00
"Manufacture of made-up textile articles, except wearing apparel, n.e.c.",1587,2016,B,10,135,135,132992.00,118465.00,21308.00,97157.00,126817.00,77208.00,45197.00,0.00,-2005.00,0.00,0.00
"Manufacture of carpets and rugs, except mats of textile materials",1588,2016,B,13,169,169,26598.00,22775.00,5307.00,17468.00,26598.00,7843.00,9262.00,0.00,0.00,0.00,0.00
Manufacture of embroidered fabrics,1593,2016,B,18,247,240,95877.00,88463.00,16365.00,72098.00,90238.00,59904.00,27348.00,0.00,9114.00,0.00,0.00
"Manufacture of narrow fabrics, laces, tulles and other net fabrics",1594,2016,B,11,113,107,180014.00,171735.00,14369.00,157366.00,176557.00,143550.00,27880.00,-623.00,1208.00,0.00,0.00
"Manufacture of fiber batting, padding and upholstery filling including coir",1597,2016,B,9,94,82,47633.00,48212.00,9156.00,39056.00,36611.00,20153.00,12523.00,44.00,-12809.00,0.00,0.00
"Manufacture of miscellaneous textiles, n.e.c.",1598,2016,B,3,25,25,113987.00,108182.00,7296.00,100885.00,113987.00,98930.00,14194.00,0.00,1709.00,0.00,0.00
Men's and boys' garment manufacturing,1599,2016,B,185,3311,3188,1947270.00,1717883.00,202211.00,1515672.00,1936135.00,1349656.00,499973.00,10389.00,80957.00,0.00,0.00
